track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,favorite
6BIcjFZIVDZxNAcofRFPx4,6374,215,2579,869,242773,66,0.618,0.176,0.552,0.0,0.252,-6.863,0.0981,81.975,4,0
0wXuerDYiBnERgIpbb3JBR,5735,1,722,1816,326933,83,0.743,0.167,0.347,0.00951,0.103,-11.174,0.121,160.143,4,0
0PJIbOdMs3bd5AT8liULMQ,8507,3318,1785,1723,238320,75,0.418,0.213,0.724,0.0,0.112,-3.724,0.0964,78.521,5,0
3pXF1nA74528Edde4of9CC,1899,5863,584,1704,198293,78,0.765,0.223,0.356,0.0,0.0963,-5.556,0.195,96.991,4,0
0UvBmQOhu4DVXJtdzGc5eV,1280,1218,3856,2081,139567,61,0.744,0.548,0.549,0.0,0.137,-6.041,0.0387,110.004,4,0
4LfoYkTuIPgJ2RlNkN5P5C,2053,1789,2019,2097,196133,56,0.775,0.326,0.537,0.0,0.0792,-6.978,0.141,73.484,4,0
6gU9OKjOE7ghfEd55oRO57,7427,1396,3213,1872,272186,76,0.4,0.242,0.366,0.0,0.126,-9.405,0.0597,73.313,3,0
2LBqCSwhJGcFQeTHMVGwy3,1787,5671,3746,1813,260253,67,0.586,0.111,0.525,0.0,0.134,-7.163,0.0615,133.629,4,0
6Hgh47WXVKtXN5zGOu0hjI,4981,4224,2016,1955,263013,75,0.652,0.183,0.678,3.26e-05,0.106,-6.183,0.0541,72.989,4,0
2KkNkv6ciB6bt2hvHtOrin,8023,6924,3594,2340,215329,64,0.583,0.502,0.766,1.79e-06,0.159,-4.743,0.405,131.374,3,0
7IUKbORbtCOoarQHebDn5l,5460,4580,1785,1633,240026,0,0.661,0.756,0.678,0.0,0.0997,-3.8,0.26,128.823,4,0
1opARDDYaOeE1QUdwXmBGu,1192,1178,2371,2170,247546,65,0.678,0.29,0.438,0.0,0.0838,-8.847,0.0577,81.498,4,0
6PlrGEPaisOqBiDlwW6Ic0,4910,4163,2672,2062,190746,53,0.801,0.188,0.501,0.0,0.0211,-6.364,0.269,140.077,4,0
3O8NlPh2LByMU9lSRSHedm,1486,6764,1076,1759,245226,72,0.59,0.0789,0.468,0.0,0.101,-11.083,0.185,92.287,4,0
0BhvzFxq3FHiMdGcLiTphr,4395,3669,205,2112,219332,0,0.676,0.0112,0.56,0.00403,0.137,-6.024,0.0643,178.555,4,0
6ZRuF2n1CQxyxxAAWsKJOy,4863,7071,1985,2090,201787,77,0.61,0.367,0.725,0.0,0.154,-5.131,0.15,146.163,4,0
2GlATHCDbLW7xq5BE0Bz5g,6239,1847,1158,2030,201609,66,0.512,0.654,0.512,0.0,0.148,-6.008,0.285,95.11,1,0
0bxmVPKnEopTyuMMkaTvUb,3601,3202,3594,1978,185979,64,0.528,0.833,0.523,1.53e-06,0.103,-4.82,0.0523,93.06,4,0
4LkLfPYc3yjOta7Gk8FDRB,7484,3878,4126,1901,246240,63,0.547,0.0607,0.294,0.786,0.0933,-10.202,0.0482,105.027,4,0
58k32my5lKofeZRtIvBDg9,2893,1424,353,2168,172672,71,0.676,0.403,0.536,3.37e-05,0.105,-8.79,0.0432,79.037,4,0
1NsoJ2lSWD61hD4hRY5Qby,1088,4221,610,2531,130882,57,0.58,0.489,0.317,3.45e-06,0.112,-10.769,0.137,176.959,3,0
5SFssNXGjeOxdAnECfgttm,3181,5895,2284,2506,302240,69,0.661,0.324,0.693,0.0336,0.0959,-6.553,0.196,82.058,4,0
4eULGB0zI7NIdV2KjWbbiZ,4637,1210,3328,2187,191360,62,0.599,0.0177,0.686,0.00105,0.0929,-5.951,0.0422,148.009,4,0
6EG0w98d2S1u1copDAHDqP,2619,2248,3220,2397,135748,59,0.717,0.386,0.459,0.0123,0.143,-11.101,0.236,143.948,4,0
1PrVLmXkJjh2vEhmBEKLeM,1984,1729,3771,2383,221098,60,0.626,0.614,0.597,1.53e-05,0.122,-9.943,0.33,80.985,4,0
6u3CPnFMKANYgfdiifFOiJ,2844,2437,556,2495,214692,81,0.539,0.173,0.615,0.0056,0.144,-8.746,0.252,163.924,4,0
7t4ihBlcMdkyUeO6W1DfYH,618,502,1776,2296,180435,70,0.784,0.323,0.521,0.000283,0.0518,-8.217,0.0529,78.456,3,0
43czZSFDYr2i6HDJw580n5,1093,1105,3229,2419,193285,60,0.76,0.0212,0.509,4.09e-05,0.0308,-6.838,0.0354,139.986,4,0
4Ami4MTReWxztxGW1ZmOk8,5680,4845,3328,2314,160000,61,0.551,0.0446,0.674,0.0,0.0922,-5.15,0.425,147.368,4,0
00selpxxljfn9n5Pf4K3VR,6250,5414,556,2531,251132,65,0.583,0.643,0.405,0.00391,0.108,-11.295,0.0534,84.997,4,0
7iTzI1VrcYwgLJ8grjn99T,2268,1969,3771,2290,237699,47,0.693,0.628,0.504,0.4,0.111,-11.621,0.0402,105.021,4,0
62kHSw6wBh4c6UemJCb5p6,7052,5909,2987,2415,192647,34,0.858,0.00586,0.426,0.761,0.0986,-8.879,0.0402,89.981,4,0
7DqNkxrMcdYmOZKU8sLU3s,2245,1956,78,2524,163200,57,0.755,0.314,0.694,0.000429,0.0808,-8.562,0.0308,100.017,4,0
2bGd94PnM9kaQOCxOrIDh8,8511,7315,2102,2484,186432,60,0.817,0.334,0.4,3.37e-05,0.0934,-6.516,0.165,81.058,4,0
2JLVZYEMmqPWbUoAJAMKfm,5444,4561,1759,2444,232096,69,0.729,0.291,0.414,0.0,0.0793,-6.138,0.0565,85.729,3,0
2Mf5TqpbjwS5lPAjKBA4yJ,4384,1079,2140,2513,214822,54,0.55,0.00371,0.781,0.295,0.684,-6.435,0.0357,148.218,4,0
0Kb8kakHEmns0x1HFFeX5X,2572,2207,556,2365,297088,56,0.68,0.798,0.177,0.000863,0.109,-18.887,0.291,149.946,4,0
2IQjNT6EXEEJhR3x5KnlOU,2436,482,976,2324,242800,50,0.585,0.807,0.555,1.31e-05,0.0913,-5.589,0.337,87.979,4,0
2Ee9amLUslOwgoJWZEpSSD,4768,4033,2437,2435,228453,77,0.747,0.393,0.494,0.0,0.0982,-7.957,0.141,76.006,4,0
3uouaAVXpQR3X8RYkJyitQ,1095,1094,925,2158,194959,71,0.589,0.704,0.652,0.00055,0.125,-7.498,0.373,158.49,4,0
1CGtLBQ1Y7WRRi1xit1xXL,6329,5489,182,2307,202035,42,0.72,0.406,0.603,0.0,0.13,-6.813,0.303,88.105,4,0
62PclpoBFLl50PJpiJA5RT,1983,1728,3771,2271,181922,55,0.648,0.697,0.59,0.808,0.111,-9.664,0.0942,81.045,4,0
5VlTQnZO89Ioku8ssdbqJk,1689,1498,556,2399,247079,83,0.505,0.279,0.267,0.0,0.096,-13.763,0.05,143.929,4,0
0ytL9uW7hCZh1Wn7kOQteq,8481,5453,1960,2442,228602,40,0.684,0.607,0.35,0.0,0.426,-9.399,0.0495,103.951,4,0
5Zut03Lmj0Qf48FdVObACI,6585,5660,2350,2458,277920,52,0.655,0.051,0.812,0.0286,0.0487,-7.176,0.0406,139.953,4,0
6UYbt0ZVXP5pnrhzk8z2d8,8482,7288,686,2460,248764,62,0.745,0.0162,0.504,0.00122,0.432,-10.405,0.307,114.901,4,0
5x3v1Td2EkrUJfscZdb6zJ,2820,2917,3010,2325,204901,56,0.661,0.139,0.463,0.0,0.0628,-11.754,0.0474,135.945,4,0
5vprsDWNcHMEMH95sbJkH2,8050,6945,2797,2416,247720,66,0.571,0.3,0.443,6.95e-06,0.101,-6.76,0.0451,143.923,3,0
2ZepXst6ONb7w798ndEg5a,3127,2767,2179,2236,286073,0,0.8,0.17,0.63,0.0,0.0997,-5.457,0.116,85.076,4,0
2QLNDKL7hZyh2OZ8UL9WrV,3148,4062,500,2004,239767,58,0.413,0.411,0.227,0.0,0.0912,-10.871,0.0756,86.35,4,0
0XkQ23l4GT8sFHgeNRGAO4,3866,1100,2835,2495,224014,66,0.501,0.0605,0.643,0.000137,0.151,-6.763,0.0383,130.85,4,0
4GhBtIpd7XJuqFaLFH3Atw,4158,3483,3238,2500,216045,48,0.375,0.606,0.656,0.0,0.715,-8.539,0.447,75.585,4,0
24G1PXBWoRgV0wDXZKwxzz,4774,386,3453,2140,224444,64,0.838,0.072,0.536,0.000259,0.208,-6.288,0.0435,119.956,4,0
2rtr3HuXDjajzmWTe2OUqD,2470,4118,3229,2519,245913,49,0.623,0.618,0.359,0.000379,0.0299,-8.513,0.0565,152.189,3,0
6WY88gYhRrnqS4wGtO45TH,6029,5195,3012,2156,207719,58,0.785,0.553,0.44,0.0,0.103,-8.182,0.178,80.021,4,0
38HcgcQC4suvti0Sa0e5yc,5911,3202,3594,1978,222828,60,0.543,0.468,0.567,0.0,0.171,-5.241,0.129,143.744,4,0
3GGhyTPYDufku46UtvLTPi,6345,5502,2760,2260,187968,63,0.582,0.704,0.311,0.082,0.1,-13.676,0.0322,127.998,4,0
0Xj0uuzO0KHz7FIrNEdTbK,7304,6230,624,2430,222608,46,0.79,0.162,0.66,0.0,0.0993,-7.336,0.15,138.13,4,0
0Zgcv1wy4bRWpfsM27uPGK,1648,346,500,2165,153750,58,0.584,0.689,0.389,0.0,0.319,-12.315,0.154,79.976,4,0
50aTwBKhPD3D3BW04UtjmA,2877,2477,5,2250,213360,52,0.548,0.00478,0.655,0.0,0.125,-6.05,0.11,179.884,4,0
1c5CllrZr45UBhWpIqM332,2586,3085,3771,2302,116630,76,0.586,0.827,0.893,0.642,0.212,-8.772,0.439,140.023,3,0
7rNjupJkjsc3ANGeW0RCYj,7116,5977,2363,2391,250362,58,0.336,0.471,0.741,0.0,0.193,-6.413,0.717,214.527,4,0
2eTVGfAenHUbZ6VDC3C5Sq,7840,6709,2437,2312,196955,58,0.54,0.363,0.502,0.169,0.204,-9.611,0.0561,84.951,4,0
63bAGRSSX2V1hhPSP2NpBC,4929,340,2760,1952,196799,68,0.802,0.792,0.382,0.163,0.0783,-7.356,0.0312,99.969,4,0
4Jhp7suhWYmpFJKSwuVW8W,5056,4278,3271,2430,182562,47,0.405,0.155,0.459,7.71e-06,0.106,-8.913,0.159,82.89,3,0
1h27BIK3pnULp2uH7rSAEd,8273,7120,1758,2386,178885,44,0.795,0.4,0.729,0.0,0.108,-7.051,0.27,171.815,4,0
63e35wfL6GMUp0boIvNBhw,2892,2504,2890,2399,165499,67,0.78,0.126,0.721,0.00235,0.078,-6.371,0.214,178.036,4,0
6uV503qeIXXoBTuCt68AN5,1843,1627,61,2213,195253,49,0.829,0.722,0.395,0.000258,0.102,-7.632,0.39,160.05,4,0
3Xsmpypmc2DcxQBbmnnrB5,113,87,4055,2499,142626,56,0.643,0.00675,0.638,1.78e-05,0.132,-7.753,0.0424,77.505,4,0
7JeCUUnOpoz4JoV84fliOc,6729,1758,1103,2386,259494,58,0.471,0.257,0.524,0.0,0.633,-9.066,0.0786,84.118,4,0
1lxs63LaZX1wHBr0qIt5oK,5971,7292,4032,2424,202106,64,0.603,0.11,0.569,0.000459,0.101,-7.472,0.346,166.051,4,0
3BG5gqXSxHElhciH75rRZi,2632,2263,293,2438,156634,58,0.358,0.661,0.534,1.07e-05,0.102,-4.762,0.0379,76.443,3,0
0sWSdNGH0bsD3NqjXvSacf,3584,3066,1923,2513,186368,62,0.633,0.498,0.498,7.27e-06,0.173,-5.722,0.0418,107.223,4,0
7aJwamBFV2pjHTXUnlDgZb,2253,1964,3813,2500,196656,63,0.615,0.285,0.551,0.00105,0.109,-6.763,0.144,142.019,4,0
5DNa1gmm4SVyAjAFGmUrTd,6006,445,3774,2374,252253,59,0.402,0.134,0.369,0.000194,0.111,-9.166,0.0851,174.376,4,0
2uddLj27GIDBIdwRuIomE4,315,247,2165,2419,180095,66,0.746,0.122,0.454,1.52e-05,0.296,-8.79,0.0583,121.921,4,0
6pOe7SyDflmg8RXVtCG5tK,5913,2768,3923,2500,149653,53,0.536,0.355,0.427,0.0,0.13,-8.083,0.361,73.608,4,0
2kMarngrIWYgmAdVjruuuW,1142,1137,3557,2519,217391,58,0.392,0.376,0.548,0.000138,0.084,-5.929,0.101,78.443,3,0
0iDuW211AjTsYDPsLxyqX4,2241,1952,3940,2496,205373,67,0.761,0.709,0.397,0.105,0.166,-9.48,0.0516,127.971,4,0
1zw58wBujy79wxhOoxHxii,7600,6510,1640,2519,226506,56,0.697,0.113,0.668,5.46e-05,0.239,-6.274,0.0646,119.764,4,0
4sGytBCmSavdzoFQdXoTX2,3702,2495,242,2519,111160,45,0.386,0.847,0.439,0.0,0.109,-9.336,0.0583,173.746,4,0
0tHWsBI54oBishkTwMwd9Y,2230,1941,3314,2519,224543,58,0.548,0.395,0.564,0.0,0.116,-5.534,0.0766,110.771,3,0
3Q0S0vFNDJviYsMaeo4wIi,2384,2056,554,2519,180575,55,0.701,0.443,0.631,0.000123,0.101,-6.7,0.0461,82.484,4,0
00selpxxljfn9n5Pf4K3VR,6250,5414,556,2531,251132,65,0.583,0.643,0.405,0.00391,0.108,-11.295,0.0534,84.997,4,0
08HPWLi0YmRUStJzkQ1ffh,6727,5789,1442,2408,205116,78,0.599,0.161,0.449,2.66e-05,0.107,-7.423,0.0529,158.0,3,0
18jvxnVVhtTVhLL6dE1JPs,8529,7264,182,2460,188115,57,0.821,0.39,0.37,0.00215,0.102,-10.865,0.0697,125.019,4,0
72rJE1F8Gy2V07SaWG9ZWV,199,4800,3009,2410,195502,55,0.525,0.939,0.24,4.85e-06,0.105,-7.568,0.0267,90.147,4,0
5A3aEJL7HkijkxLFXMv7FN,797,793,3131,2455,227132,56,0.566,0.0157,0.357,0.0,0.121,-10.932,0.222,81.404,4,0
5e3VQH0pOjv9bSrbJhg4kf,6533,5617,2067,2524,179742,52,0.644,0.354,0.597,0.0,0.13,-5.688,0.235,82.467,4,0
4lsHZ92XCFOQfzJFBTluk8,8377,2141,3929,2298,201586,82,0.774,0.297,0.376,0.0,0.165,-9.372,0.208,122.089,4,0
2WCfrMUBoTpmA2pqbN8vqw,5812,6471,4060,2506,180670,53,0.605,0.255,0.564,0.0,0.135,-11.223,0.139,77.556,4,0
67MpXN05qxu09WaM98n6RD,390,305,2690,2500,212587,51,0.705,0.128,0.537,0.0,0.14,-6.151,0.0703,147.884,4,0
15hQDO74LAH1lXyqUDVNc4,3959,3310,3350,2517,153893,57,0.592,0.079,0.668,0.000562,0.116,-6.559,0.0571,91.014,4,0
3nGhp4FuIaitNYn4s7XHaX,3530,1656,1691,2377,232706,59,0.661,0.605,0.29,0.0096,0.0629,-14.568,0.0453,151.887,3,0
3GI61nYQMfL6diHPFU0YLB,1605,6489,354,2399,174208,53,0.428,0.785,0.546,0.000112,0.123,-7.954,0.0452,139.868,4,0
2yZGCQvnHUC9KaLuMh7cx8,4222,4270,3138,2506,190369,55,0.778,0.0819,0.567,6.98e-05,0.37,-10.699,0.0422,139.964,4,0
6jCvpNfDksF9ociFet0nE3,2597,7321,1931,2519,270000,49,0.472,0.369,0.472,0.171,0.111,-8.844,0.0451,159.765,4,0
6tDDoYIxWvMLTdKpjFkc1B,8527,5453,1960,2455,160191,94,0.653,0.112,0.524,0.0,0.203,-9.016,0.0502,83.97,4,0
55q1k6Ewwy1CWdHT4niANb,6807,3640,923,2438,153596,63,0.504,0.696,0.492,4.2e-05,0.369,-7.634,0.237,72.974,4,0
5nRm6kz4ntiBGtygxGg5Dy,6338,5496,3923,2443,228932,57,0.692,0.198,0.599,0.000315,0.392,-5.941,0.0398,113.034,4,0
1VAKnb1btGrQXcVZVSRkPe,2784,2387,140,2361,204705,66,0.658,0.788,0.619,0.0667,0.0951,-7.316,0.0772,136.077,4,0
5Tfhu1RyUKxxkrurEBGPuj,5087,4306,2002,2505,226629,42,0.687,0.891,0.297,0.00347,0.107,-11.611,0.0342,77.043,4,0
7t4ihBlcMdkyUeO6W1DfYH,618,502,1776,2296,180435,70,0.784,0.323,0.521,0.000283,0.0518,-8.217,0.0529,78.456,3,0
5yGAyupR8TXCUq3MPb7xiK,80,76,288,2489,231428,59,0.607,0.363,0.677,0.0,0.302,-5.858,0.175,139.974,4,0
6pduF6NCbC5Cymo3AFqNr3,1970,1721,1800,2289,253223,0,0.455,0.185,0.466,1.68e-06,0.112,-7.338,0.0432,108.185,4,0
4k6eg0pf9IeopgOREVkj5T,2062,1798,385,2505,210546,42,0.489,0.846,0.36,0.0,0.377,-10.047,0.0933,125.153,4,0
3HY9qrtAKtobL2nCQ535h0,4244,3555,1759,2386,180345,64,0.494,0.848,0.425,5.12e-05,0.0895,-5.317,0.0746,66.602,3,0
279rl4oKt4TZGxMOaQa34T,5823,5002,4053,2369,177371,52,0.715,0.0569,0.326,2.47e-06,0.112,-11.664,0.0749,76.497,4,0
5DyvKrRpUufwtWTHcJ5fb8,5153,4361,1194,2419,197647,52,0.486,0.279,0.602,2.27e-05,0.104,-7.379,0.394,98.095,4,0
64V55m8zSkracnZ6mYpjK0,4128,3430,4032,2414,227480,55,0.702,0.553,0.525,0.0173,0.106,-11.167,0.0609,137.927,4,0
7GIPHrEFcN8pt7ORkkJemv,7727,6598,3856,2410,201168,7,0.679,0.0485,0.463,0.0,0.114,-8.146,0.126,160.054,3,0
5vXvD86WP93gFqrYrr93Q6,5439,4559,3034,2386,192127,51,0.543,0.102,0.839,0.0,0.0927,-3.269,0.293,160.78,4,0
7AqxZ0ePVqhQRWPKsSjylG,4878,4136,1617,2381,121625,0,0.809,0.525,0.471,0.0,0.133,-4.932,0.0399,105.026,4,0
4PpMD5SKfEDwZnlkFwPszK,4278,3579,2997,2419,173814,52,0.649,0.311,0.376,4.31e-05,0.107,-10.056,0.104,91.045,4,0
7z6VTwkfEhX25WWy1xC75O,2228,1936,3277,2386,196673,56,0.479,0.545,0.362,0.000201,0.524,-6.759,0.0596,158.281,3,0
4FQg9eezgtA5DVaYcyCyFi,6003,6389,2150,2386,274706,52,0.388,0.171,0.583,0.0,0.173,-8.589,0.0561,128.166,3,0
2ENxOXbxhfJ3lfItO0MFDv,7039,5901,702,2376,213070,64,0.683,0.822,0.486,0.0227,0.276,-9.726,0.11,126.985,4,0
68ndzgs983ZubXDHPclWG6,8051,6946,2288,2394,191539,54,0.679,0.354,0.689,0.0,0.436,-5.488,0.0504,134.908,4,0
274cgwC7QrE05PNXl9eo8z,5302,4480,100,2346,215083,14,0.707,0.0286,0.803,0.00141,0.0999,-3.92,0.0444,134.03,4,0
4chxiKYwSBoE0pvO4Ea0uv,8178,67,3821,775,291200,45,0.695,0.0427,0.665,0.0,0.0861,-6.982,0.0287,77.985,4,0
6lzLjIOyWTyTJvk0jraYee,1502,2923,1509,1995,248466,1,0.545,0.64,0.33,7e-06,0.22,-11.719,0.164,103.553,4,0
7ytES33eLYS9WaZLKqWfYM,4740,4009,2435,447,257426,55,0.522,0.117,0.641,0.0,0.0825,-8.013,0.0562,150.877,4,0
7zFXmv6vqI4qOt4yGf3jYZ,2656,2191,925,1893,278179,80,0.658,0.422,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,4,0
1QJb6LWvPXZpTMiqqODqkH,5587,5618,2826,869,326240,58,0.643,0.348,0.376,0.000335,0.111,-7.424,0.0426,76.002,4,0
7kty80M5em0GzhtraLTwEJ,873,872,4032,1793,242195,0,0.89,0.453,0.523,1.58e-06,0.0831,-8.526,0.056,111.031,4,0
4OpwADjlTmeRSWHkUrGXpz,7286,6455,2503,217,298800,50,0.65,0.318,0.503,2.12e-05,0.058,-7.857,0.0407,73.073,4,0
7JeCUUnOpoz4JoV84fliOc,6729,1758,1103,2386,259494,58,0.471,0.257,0.524,0.0,0.633,-9.066,0.0786,84.118,4,0
6SkGfPa77E4giShVbk9N6R,6503,1971,1246,493,324280,57,0.652,0.519,0.498,0.0,0.149,-6.2,0.0413,120.141,4,0
2hNmHqQzmM2eBhHjzX8Mdk,4396,2571,1988,1638,297400,46,0.497,0.029,0.614,0.0,0.59,-8.758,0.0738,168.245,4,0
15SNslBn9n3jutwxlJGpMd,8434,5770,3081,566,255973,0,0.561,0.22,0.49,2.11e-06,0.0939,-10.303,0.0466,142.974,4,0
2uZwyxrg6VPvlVsvclIfel,8210,7062,1064,699,253626,58,0.664,0.52,0.396,0.0,0.268,-9.131,0.0298,102.053,4,0
4IFh1uImEp02P7wQerkQ9y,1138,2443,1128,672,247066,0,0.53,0.458,0.398,0.00957,0.0832,-12.359,0.0341,77.944,4,0
1CrWoWuxupYY1vi1XRdpBX,6437,3786,2513,294,353000,54,0.698,0.166,0.434,0.000566,0.0658,-12.892,0.0272,130.295,4,0
1g795gFDpVVmUF4RNbNjue,8176,1800,3928,1859,335400,49,0.712,0.474,0.416,4.14e-05,0.0519,-11.688,0.0295,132.111,4,0
6HHlyBUx4YGVE95GF0orTe,402,6050,301,252,336533,48,0.657,0.525,0.245,4.81e-05,0.0874,-17.119,0.0384,123.954,4,0
154gJ2VnkwB39v3GdnbRnv,4086,3391,1997,2315,231516,46,0.795,0.195,0.448,0.000172,0.0777,-7.623,0.0713,86.989,4,0
1Q0lOGB52skgfzdcq233vs,4946,6244,2614,657,350533,63,0.539,0.701,0.363,3.18e-06,0.14,-13.888,0.166,136.422,4,0
6gx8YAvoqFT93HRwMqBOM5,1904,1678,3032,1961,203639,42,0.68,0.862,0.381,3.72e-06,0.0985,-10.084,0.225,71.448,4,0
2yOm4lN7aTygtXanJFNFWU,477,3127,1729,420,428200,59,0.571,0.604,0.232,0.000246,0.119,-11.309,0.0699,128.785,4,0
3efy0g1He1zJ4B94VMbbBo,617,5058,2180,326,322200,52,0.781,0.106,0.317,0.0,0.175,-9.697,0.0405,121.844,4,0
0t6DdFmFQhQYWhmfa5FJer,8375,7084,3993,244,277240,51,0.559,0.686,0.365,0.0,0.0771,-13.654,0.0332,74.802,4,0
2PN3gbuBn5WBEwrEJH3xiu,8520,7310,2624,1191,291133,58,0.689,0.0656,0.562,0.0,0.0885,-7.048,0.0637,133.987,4,0
01teVPgKyIFdbqo65UahOX,4321,3371,3692,259,318253,49,0.623,0.611,0.409,2.54e-06,0.2,-10.802,0.0357,74.75,4,0
6AgDFWLbbAt2migXMbrhXT,5702,211,107,295,275826,54,0.733,0.0966,0.566,0.0,0.074,-12.06,0.039,141.94,4,0
621BmKwXCNiTBfmeJtxoD8,1873,1341,2967,206,463840,42,0.612,0.144,0.258,6.89e-05,0.3,-17.34,0.071,70.208,4,0
1RMJOxR6GRPsBHL8qeC2ux,788,2191,925,1893,209831,78,0.524,0.808,0.364,0.0,0.1,-10.209,0.0367,75.24,4,0
6gsmFgUiSTuinJlScwFODv,3307,1972,1246,774,267160,53,0.489,0.00981,0.757,0.0,0.234,-4.062,0.0926,168.004,4,0
78OFxnGV9aEXDR6XKjgrqm,6535,7022,3032,2444,231680,39,0.477,0.658,0.477,0.0,0.184,-7.108,0.0552,69.291,4,0
7gaHd2VQmxmZ9aXvslUc88,2073,1814,319,2340,178653,36,0.556,0.0824,0.606,0.0,0.127,-7.067,0.0391,88.939,4,0
2rkVoKVEMuct8SmEIGKzBw,764,861,482,447,299800,58,0.67,0.325,0.468,0.0,0.0516,-6.725,0.0328,140.069,4,0
2cXdUg5c57C4b2qLCqHAOX,3558,1601,2967,365,399666,25,0.735,0.443,0.339,0.00564,0.0778,-11.956,0.0456,121.779,3,0
42CgYmz74tNngUErbZ48x6,644,561,244,2326,238717,47,0.589,0.00413,0.856,0.0,0.136,-5.602,0.0558,88.978,4,0
6OLlACmD4AlW2N7CWVhVxO,6050,5210,2840,2087,212973,49,0.502,0.591,0.409,0.0,0.113,-7.581,0.0512,75.231,4,0
2PzYqACbv12FNhrlHPfJEH,2973,7088,1802,754,285746,54,0.649,0.623,0.3,4.46e-06,0.125,-14.74,0.0498,99.989,4,0
6coM4ER26az6RA3lQDy2jv,5077,4297,701,2348,185627,48,0.666,0.0338,0.91,0.0,0.415,-3.283,0.0477,92.953,4,0
4S3FRqrM3VyuajD7jFZcLm,4317,6349,2376,1870,258933,49,0.307,0.365,0.481,0.0,0.207,-8.442,0.128,68.894,3,0
1PB0fQGKLKVSNBYzInpTaf,4175,3498,1997,2368,253093,47,0.658,0.0223,0.545,0.000814,0.0438,-9.735,0.123,176.059,4,0
0rEFyT5IzHweiULf6QZXmz,7137,1226,1308,971,234053,0,0.34,0.765,0.336,0.000114,0.126,-7.288,0.0289,142.631,4,0
1l69V1gBVRN02Hgt7a7sqt,8290,6502,3820,333,305826,50,0.619,0.455,0.492,0.0,0.106,-9.532,0.0328,131.888,4,0
6ZrEsTv8IYRg0U0hUoo2j1,2488,2126,3328,2432,317992,58,0.728,0.144,0.543,0.00121,0.0408,-7.64,0.088,161.975,4,0
6ALoVRxwV5KxaSWyejnmvi,7788,5643,1442,2386,221969,65,0.347,0.378,0.331,0.0,0.304,-8.052,0.031,147.741,4,0
2CyzCewZZ1ilsGDClxWuA0,8525,7326,1025,2344,192220,49,0.531,0.897,0.365,0.000194,0.22,-11.298,0.185,81.743,5,0
4XhrowM5IKGCRrY2HzYBH3,326,454,3872,305,229053,55,0.534,0.0143,0.7,0.0,0.197,-8.71,0.0446,122.609,4,0
1Ktsil4bC4hYRWlqMG4qK3,4559,3801,3785,1667,271493,54,0.781,0.0923,0.628,0.00146,0.227,-5.765,0.0689,122.024,4,0
0wdaPticLmmqJdhgLDJ9zI,8242,4243,4035,509,216333,54,0.71,0.483,0.545,0.0,0.0644,-9.599,0.0588,140.233,4,0
5j5v5wfw1O7g5iLCq10wAP,4731,782,319,1319,266760,41,0.558,0.0218,0.371,1.08e-06,0.158,-8.336,0.0314,63.02,4,0
6nTcn8CybBcx0t7IaXEJ6O,7148,4016,1822,742,251640,60,0.608,0.0129,0.76,0.0,0.332,-5.851,0.242,168.211,4,0
5KNAsnZJ0g3hNvIJFvkHzI,5803,2959,1649,410,382640,46,0.692,0.199,0.465,1.16e-05,0.0997,-14.921,0.0298,122.089,4,0
2kDcawxPteyClZPZjdQTOC,6588,6348,3716,946,456146,27,0.686,0.335,0.77,2.03e-06,0.135,-6.149,0.488,89.999,4,0
1KFHD2MK0wQADYddeed7Qf,6122,5643,726,2444,173206,63,0.578,0.0339,0.599,0.0,0.286,-8.692,0.0402,95.005,4,0
0VdSyCb1n7F5G0XkePzAlf,6342,4028,3912,609,283093,46,0.701,0.0138,0.457,0.0,0.054,-8.562,0.0311,127.925,4,0
2QptbtUWMta6rpuoXeO0ap,8360,6057,2755,529,238693,43,0.712,0.836,0.333,0.00737,0.151,-16.781,0.0462,141.329,4,0
1KcxXt4Jy9Az9Wizs5Z6pF,8342,6176,1500,332,296066,0,0.609,0.0279,0.42,1.06e-05,0.302,-13.499,0.0326,85.945,4,0
3X3XuCPTC95ARm9SguWsIa,6836,7044,2435,373,225333,55,0.69,0.343,0.651,9.56e-05,0.178,-7.86,0.101,79.305,4,0
0pZ5DROr0SaFcVX5IBkIaD,7124,3820,2579,511,285773,30,0.677,0.0241,0.556,9.3e-05,0.0789,-9.636,0.0488,79.93,4,0
5ZbY8J67Qsv6Kko2tZOf5Z,2351,6860,866,733,382333,0,0.913,0.0979,0.201,0.487,0.0867,-9.511,0.15,87.359,4,0
3PaovpaWAYcNH6CCBXFfR5,7303,1877,1089,670,335866,0,0.729,0.272,0.623,0.0,0.0791,-4.218,0.0897,138.239,4,0
7LpTPlYiVnDnV5BwVYJB0U,2860,2466,3923,2433,216009,34,0.827,0.174,0.704,0.00018,0.126,-7.033,0.084,102.986,4,0
7iAkNtFdZ07C7a7gFVDbRz,1906,6716,2491,1947,277985,39,0.375,0.129,0.668,0.305,0.114,-9.22,0.0659,79.846,4,0
4o1E2c0ye1RlIJJqOM0dqP,3824,4003,1064,546,222760,55,0.469,0.0663,0.594,0.0,0.0806,-8.209,0.0403,167.223,4,0
